# This file was automatically generated by Contrib::SKR03Mapping::Generators::ClassificationJsonBuilder
# Columns: code; flags; range; cid; presentation_rule; description
8589;;;guv.umsatzerloese;pnl_only;Gegenkonto 8580-8582 bei Aufteilung der Erlöse nach Steuersätzen (EÜR)
8590;;;guv.sonstige_betriebliche_ertraege;unknown;Verrechnete sonstige Sachbezüge (keine Waren)
8591;;;guv.sonstige_betriebliche_ertraege;unknown;Sachbezüge 7 % USt (Waren)
8595;;;guv.sonstige_betriebliche_ertraege;unknown;Sachbezüge 19 % USt (Waren)
8596;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erlöse betrieblich und regelmäßig
8603;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige betriebliche Erträge
8604;;;guv.sonstige_betriebliche_ertraege;unknown;Erstattete Vorsteuer anderer Länder
8605;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge betrieblich und regelmäßig
8606;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige betriebliche Erträge von verbundenen Unternehmen
8607;;;guv.umsatzerloese;pnl_only;Andere Nebenerlöse
8609;AM;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge betrieblich und regelmäßig, steuerfrei § 4 Nr. 8 ff. UStG
8610;;;guv.sonstige_betriebliche_ertraege;unknown;Verrechnete sonstige Sachbezüge
8611;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verrechnete sonstige Sachbezüge aus Fahrzeug-Gestellung 19 % USt
8612;R;;guv.sonstige_betriebliche_ertraege;unknown;
8613;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verrechnete sonstige Sachbezüge 19 % USt
8614;;;guv.sonstige_betriebliche_ertraege;unknown;Verrechnete sonstige Sachbezüge ohne Umsatzsteuer
8625;AM;8625-8629;guv.sonstige_betriebliche_ertraege;unknown;Sonstige betriebliche Erträge, steuerfrei z. B. § 4 Nr. 2 bis 7 UStG
8630;AM;8630-8634;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge betrieblich und regelmäßig 7 % USt
8635;R;8635-8639;guv.sonstige_betriebliche_ertraege;unknown;
8640;AM;8640-8644;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge betrieblich und regelmäßig 19 % USt
8645;R;8645-8648;guv.sonstige_betriebliche_ertraege;unknown;
8649;AM;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge betrieblich und regelmäßig 16 % USt
8650;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Erlöse Zinsen und Diskontspesen
8660;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Erlöse Zinsen und Diskontspesen aus verbundenen Unternehmen
8700;;;guv.umsatzerloese;pnl_only;Erlösschmälerungen
8701;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG
8702;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2 bis 7 UStG
8703;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug
8704;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug
8705;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen aus steuerfreien Umsätzen § 4 Nr. 1a UStG
8706;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen für steuerfreie innergemeinschaftliche Dreiecksgeschäfte nach § 25b Abs. 2 und 4 UStG
8710;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen 7 % USt
8711;R;8711-8711;guv.umsatzerloese;pnl_only;
8712;R;8712-8718;guv.umsatzerloese;pnl_only;
8719;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen 0 % USt
8720;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen 19 % USt
8721;R;8721-8721;guv.umsatzerloese;pnl_only;
8722;R;8722-8723;guv.umsatzerloese;pnl_only;
8724;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen aus steuerfreien innergemeinschaftlichen Lieferungen
8725;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt
8726;AM;;guv.umsatzerloese;pnl_only;Erlösschmälerungen aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt
8727;;;guv.umsatzerloese;pnl_only;Erlösschmälerungen aus im anderen EU-Land steuerpflichtigen Lieferungen
8728;R;8728-8729;guv.umsatzerloese;pnl_only;
8730;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti
8731;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti 7 % USt
8732;R;8732-8733;guv.umsatzerloese;pnl_only;
8734;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti 0 % USt
8735;R;;guv.umsatzerloese;pnl_only;
8736;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti 19 % USt
8737;R;;guv.umsatzerloese;pnl_only;
8738;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus Lieferungen von Mobilfunkgeräten etc., für die der Leistungsempfänger die Umsatzsteuer nach § 13b Abs. 2 Nr. 10 UStG schuldet
8741;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus Leistungen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet
8742;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus Erlösen aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen, für die der Leistungsempfänger die Umsatzsteuer schuldet
8743;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus steuerfreien innergemeinschaftlichen Lieferungen § 4 Nr. 1b UStG
8744;R;;guv.umsatzerloese;pnl_only;
8745;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus im Inland
8746;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt
8747;R;;guv.umsatzerloese;pnl_only;
8748;S/AM;;guv.umsatzerloese;pnl_only;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt
8749;R;;guv.umsatzerloese;pnl_only;
8750;AM;8750-8751;guv.umsatzerloese;pnl_only;Gewährte Boni 7 % USt
8752;R;8752-8759;guv.umsatzerloese;pnl_only;
8760;AM;8760-8761;guv.umsatzerloese;pnl_only;Gewährte Boni 19 % USt
8762;R;8762-8768;guv.umsatzerloese;pnl_only;
8769;;;guv.umsatzerloese;pnl_only;Gewährte Boni
8770;;;guv.umsatzerloese;pnl_only;Gewährte Rabatte
8780;AM;8780-8781;guv.umsatzerloese;pnl_only;Gewährte Rabatte 7 % USt
8782;R;8782-8789;guv.umsatzerloese;pnl_only;
8790;AM;8790-8791;guv.umsatzerloese;pnl_only;Gewährte Rabatte 19 % USt
8792;R;8792-8799;guv.umsatzerloese;pnl_only;
8800;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen Sachanlagevermögen (bei Buchverlust)
8801;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchverlust)
8807;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchverlust)
8808;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchverlust)
8809;R;8809-8816;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchverlust)
8818;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen Finanzanlagen (bei Buchverlust)
8819;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (bei Buchverlust)
8820;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchgewinn)
8826;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn)
8828;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn)
8829;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn)
8837;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchgewinn)
8838;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn)
8839;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn)
8850;AM;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens 19 % USt für § 4 Abs. 3 Satz 4 EStG
8851;AM;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerpflichtig § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 Satz 4 EStG
8852;AM;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 Satz 4 EStG und § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG
8853;;;guv.sonstige_betriebliche_ertraege;unknown;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs 3 Satz 4 EStG
8900;;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Wertabgaben
8905;;;guv.sonstige_betriebliche_ertraege;unknown;Entnahme von Gegenständen ohne USt
8906;;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt
8908;R;8908-8909;guv.sonstige_betriebliche_ertraege;unknown;
8910;AM;;guv.sonstige_betriebliche_ertraege;unknown;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 19 % USt
8913;AM;8913-8914;guv.sonstige_betriebliche_ertraege;unknown;
8915;AM;;guv.sonstige_betriebliche_ertraege;unknown;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 7 % USt
8917;AM;;guv.sonstige_betriebliche_ertraege;unknown;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) ohne USt
8918;;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Telefon-Nutzung)
8919;;;guv.sonstige_betriebliche_ertraege;unknown;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) ohne USt
8920;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt
8921;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Fahrzeug-Nutzung)
8922;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Telefon-Nutzung)
8923;R;;guv.sonstige_betriebliche_ertraege;unknown;
8924;;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Fahrzeug-Nutzung)
8925;AM;8925-8927;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Erbringung einer sonstigen Leistung 19 % USt
8928;R;;guv.sonstige_betriebliche_ertraege;unknown;
8929;;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Erbringung einer sonstigen Leistung ohne USt
8930;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt
8931;AM;;guv.sonstige_betriebliche_ertraege;unknown;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt
8932;AM;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt
8933;AM;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt
8934;R;;guv.sonstige_betriebliche_ertraege;unknown;
8935;AM;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Zuwendung von Gegenständen 19 % USt
8938;R;;guv.sonstige_betriebliche_ertraege;unknown;
8939;;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Zuwendung von Gegenständen ohne USt
8940;AM;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Zuwendung von Waren 19 % USt
8944;R;;guv.sonstige_betriebliche_ertraege;unknown;
8945;AM;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Zuwendung von Waren 7 % USt
8947;AM;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Zuwendung von Waren 7 % USt
8948;R;;guv.sonstige_betriebliche_ertraege;unknown;
8949;;;guv.sonstige_betriebliche_ertraege;unknown;Unentgeltliche Zuwendung von Waren ohne USt
8950;;;guv.umsatzerloese;pnl_only;Nicht steuerbare Umsätze (Innenumsätze)
8955;;;guv.umsatzerloese;pnl_only;Umsatzsteuervergütungen, z. B. nach § 24 UStG
8959;;;guv.umsatzerloese;pnl_only;Direkt mit dem Umsatz verbundene Steuern
8960;;;;needs_review;Bestandsveränderungen - unfertige Erzeugnisse
8970;;;;needs_review;Bestandsveränderungen - unfertige Leistungen
8975;;;;needs_review;Bestandsveränderungen - in Ausführung befindliche Bauaufträge
8977;;;;needs_review;Bestandsveränderungen - in Arbeit befindliche Aufträge
8980;;;;needs_review;Bestandsveränderungen - fertige Erzeugnisse
8990;;;guv.andere_aktivierte_eigenleistungen;unknown;Andere aktivierte Eigenleistungen
8994;;;guv.andere_aktivierte_eigenleistungen;unknown;Aktivierte Eigenleistungen (den Herstellungskosten zurechenbare Fremdkapitalzinsen)
8995;;;guv.andere_aktivierte_eigenleistungen;unknown;Aktivierte Eigenleistungen zur Erstellung von selbst geschaffenen immateriellen Vermögensgegenständen
9000;S;;;;Saldenvorträge, Sachkonten
9001;F;9001-9007;;;Saldenvorträge, Sachkonten
9008;S;;;;Saldenvorträge, Debitoren
9009;S;;;;Saldenvorträge, Kreditoren
9050;F;;;;Offene Posten aus 2020
9051;F;;;;Offene Posten aus 2021
9052;F;;;;Offene Posten aus 2022
9053;F;;;;Offene Posten aus 2023
9054;F;;;;Offene Posten aus 2024
9055;F;;;;Offene Posten aus 2025
9056;R;9056-9069;;;
9070;F;;;;Offene Posten aus 2000
9071;F;;;;Offene Posten aus 2001
9072;F;;;;Offene Posten aus 2002
9073;F;;;;Offene Posten aus 2003
9074;F;;;;Offene Posten aus 2004
9075;F;;;;Offene Posten aus 2005
9076;F;;;;Offene Posten aus 2006
9077;F;;;;Offene Posten aus 2007
9078;F;;;;Offene Posten aus 2008
9079;F;;;;Offene Posten aus 2009
9080;F;;;;Offene Posten aus 2010
9081;F;;;;Offene Posten aus 2011
9082;F;;;;Offene Posten aus 2012
9083;F;;;;Offene Posten aus 2013
9084;F;;;;Offene Posten aus 2014
9085;F;;;;Offene Posten aus 2015
9086;F;;;;Offene Posten aus 2016
9087;F;;;;Offene Posten aus 2017
9088;F;;;;Offene Posten aus 2018
9089;F;;;;Offene Posten aus 2019
9090;F;;;;Summenvortragskonto
9091;R;9091-9100;;;Statistische Konten für Betriebswirtschaftliche Auswertungen (BWA)
9101;F;;;;Verkaufstage
9102;F;;;;Anzahl der Barkunden
9103;F;;;;Beschäftigte Personen
9104;F;;;;Unbezahlte Personen
9105;F;;;;Verkaufskräfte
9106;F;;;;Geschäftsraum qm
9107;F;;;;Verkaufsraum qm
9116;F;;;;Anzahl Rechnungen
9117;F;;;;Anzahl Kreditkunden monatlich
9118;F;;;;Anzahl Kreditkunden aufgelaufen
9120;;;;;Erweiterungsinvestitionen
9130;F;9130-9131;;;
9135;;;;;Auftragseingang im Geschäftsjahr
9140;;;;;Auftragsbestand Variables Kapital Teilhafter
9141;F;;;;Variables Kapital TH
9142;F;;;;Variables Kapital - Anteil Teilhafter Sammelposten anrechenbare Privatsteuern
9143;;;;;Privatsteuern Kapitalertragsteuer (Sammelposten)
9144;;;;;Privatsteuern Solidaritätszuschlag (Sammelposten)
9145;;;;;Privatsteuern Kirchensteuer (Sammelposten) Kapitaländerungen durch Übertragung einer § 6b EStG Rücklage F 9146 Variables Kapital Vollhafter - Übertragung einer § 6b EStG-Rücklage
9147;F;;;;Variables Kapital Teilhafter - Übertragung einer § 6b EStG-Rücklage
9148;R;9148-9149;;;Andere Kapitalkontenanpassungen: Vollhafter
9150;F;;;;Festkapital - andere Kapitalkontenanpassungen VH
9151;F;;;;Variables Kapital - andere Kapitalkontenanpassungen VH
9152;F;;;;Verlust-/Vertragskonto - andere Kapitalkontenanpassungen VH F
9153;;;;;Kapitalkonto III - andere Kapitalkontenanpassungen VH F
9154;;;;;Ausstehende Einlagen auf das Komplementär-Kapital, nicht eingefordert - andere Kapitalkontenanpassungen VH
9155;F;;;;Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen VH
9156;R;;;;Anrechenbare Privatsteuern Vollhafter, Eigenkapital
9157;F;;;;Privatsteuern Kapitalertragsteuer (VH)
9158;F;;;;Privatsteuern Solidaritätszuschlag (VH)
9159;F;;;;Privatsteuern Kirchensteuer (VH) Andere Kapitalkontenanpassungen: Teilhafter
9160;F;;;;Kommandit-Kapital - andere Kapitalkontenanpassungen TH
9161;F;;;;Variables Kapital - andere Kapitalkontenanpassungen TH
9162;F;;;;Verlustausgleichskonto - andere Kapitalkontenanpassungen TH
9163;F;;;;Kapitalkonto III - andere Kapitalkontenanpassungen TH
9164;F;;;;Ausstehende Einlagen auf das Kommandit-Kapital, nicht eingefordert - andere Kapitalkontenanpassungen TH
9165;F;;;;Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen TH
9166;R;;;;Anrechenbare Privatsteuern Teilhafter, Eigenkapital
9167;F;;;;Privatsteuern Kapitalertragsteuer (TH), EK
9168;F;;;;Privatsteuern Solidaritätszuschlag (TH), EK
9169;F;;;;Privatsteuern Kirchensteuer (TH), EK Umbuchungen auf andere Kapitalkonten: Vollhafter
9170;F;;;;Festkapital - Umbuchungen VH
9171;F;;;;Variables Kapital - Umbuchungen VH
9172;F;;;;Verlust-/Vertragskonto - Umbuchungen VH
9174;F;;;;Ausstehende Einlagen auf das Komplementär-Kapital, nicht eingefordert - Umbuchungen VH
9175;F;;;;Verrechnungskonto für Einzahlungsverpflichtungen - Umbuchungen VH
9176;R;9176-9179;;;
9180;F;;;;Kommandit-Kapital - Umbuchungen TH
9181;F;;;;Variables Kapital - Umbuchungen TH
9182;F;;;;Verlustausgleichskonto - Umbuchungen TH
9183;F;;;;Kapitalkonto III - Umbuchungen TH
9184;F;;;;Ausstehende Einlagen auf das Kommandit-Kapital, nicht eingefordert - Umbuchungen TH
9185;F;;;;Verrechnungskonto für Einzahlungsverpflichtungen - Umbuchungen TH
9186;F;;;;Privatsteuern Kapitalertragsteuer (TH), FK
9187;F;;;;Privatsteuern Solidaritätszuschlag (TH), FK
9188;F;;;;Privatsteuern Kirchensteuer (TH), FK 9189 Verrechnungskonto für Umbuchungen zwischen Gesellschafter-Eigenkapitalkonten
9190;F;;;;Gegenkonto für statistische Mengeneinheiten Konten 9101-9107 und Konten 9116-9118
9199;;;;;Gegenkonto zu Konten 9120, 9135-9140
9200;F;;;;Beschäftigte Personen
9201;F;9201-9207;;;
9208;F;;;;
9209;F;;;;Gegenkonto zu 9200
9210;;;;;Produktive Löhne
9219;;;;;Gegenkonto zu 9210
9220;F;;;equity_only;Gezeichnetes Kapital in DM (Art. 42 Abs. 3 Satz 1 EGHGB)
9221;R;;;;
9229;F;;;;Gegenkonto zu 9220
9240;;;;;Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten
9241;;;;;Investitionsverbindlichkeiten aus Sachanlagekäufen bei Leistungsverbindlichkeiten
9242;;;;;Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten
9243;;;;;Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten
9244;;;;;Gegenkonto zu Konten 9240-9243
9245;;;;;Forderungen aus Sachanlageverkäufen bei sonstigen Vermögensgegenständen
9246;;;;;Forderungen aus Verkäufen immaterieller Vermögensgegenstände bei sonstigen Vermögensgegenständen
9247;;;;;Forderungen aus Verkäufen von Finanzanlagen bei sonstigen Vermögensgegenständen
9249;;;;;Gegenkonto zu Konten 9245-9247
9258;;9258-9259;;;
9260;;;;;Kurzfristige Rückstellungen
9262;;;;;Mittelfristige Rückstellungen
9264;;;;;Langfristige Rückstellungen, außer Pensionen
9269;;;;;Gegenkonto zu Konten 9260-9268
9270;;;;;Gegenkonto zu 9271-9279 (Soll-Buchung)
9271;;;;;Verbindlichkeiten aus der Begebung und Übertragung von Wechseln
9272;;;;;Verbindlichkeiten aus der Begebung und Übertragung von Wechseln gegenüber verbundenen/assoziierten Unternehmen
9273;;;;;Verbindlichkeiten aus Bürgschaften, Wechsel- und Scheckbürgschaften
9274;;;;;Verbindlichkeiten aus Bürgschaften, Wechsel- und Scheckbürgschaften gegenüber verbundenen/assoziierten Unternehmen
9275;;;;;Verbindlichkeiten aus Gewährleistungsverträgen
9276;;;;;Verbindlichkeiten aus Gewährleistungsverträgen gegenüber verbundenen/assoziierten Unternehmen
9277;;;;;Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten
9278;;;;;Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten gegenüber verbundenen/assoziierten Unternehmen
9279;;;;;Verpflichtungen aus Treuhandvermögen
9280;;;;;Gegenkonto zu 9281-9284
9281;;;;;Verpflichtungen aus Miet- und Leasingverträgen
9282;;;;;Verpflichtungen aus Miet- und Leasingverträgen gegenüber verbundenen Unternehmen
9283;;;;;Andere Verpflichtungen nach § 285 Nr. 3a HGB
9284;;;;;Andere Verpflichtungen nach § 285 Nr. 3a HGB gegenüber verbundenen Unternehmen Unterschiedsbetrag aus der Abzinsung von Altersversorgungsverpflichtungen nach § 253 Abs. 6 HGB 9285 Unterschiedsbetrag aus der Abzinsung von Altersversorgungsverpflichtungen nach § 253 Abs. 6 HGB (Haben)
9286;;;;;Gegenkonto zu 9285 Statistische Konten für § 4 Abs. 3 EStG 9287 Zinsen bei Buchungen über Debitoren bei § 4 Abs. 3 EStG
9288;;;;;Mahngebühren bei Buchungen über Debitoren bei § 4 Abs. 3 EStG
9289;;;;;Gegenkonto zu 9287 und 9288
9290;;;;;Statistisches Konto steuerfreie Auslagen
9291;;;;;Gegenkonto zu 9290
9292;;;;;Statistisches Konto Fremdgeld
9293;;;;;Gegenkonto zu 9292
9295;;;;unknown;Einlagen atypisch stiller Gesellschafter
9297;;;;;Steuerlicher Ausgleichsposten (Körperschaften)
9298;;;;;Steuerlicher Ausgleichsposten VH (Personengesellschaften, Einzelunternehmen)
9299;;;;;Steuerlicher Ausgleichsposten TH (Personengesellschaften)
9300;;9300-9320;;;
9326;;9326-9343;;;
9346;;9346-9349;;;
9357;;9357-9360;;;
9365;;9365-9367;;;
9371;;9371-9372;;;
9390;;9390-9394;;;(Zur freien Verfügung)
9395;;9395-9399;;;(Zur freien Verfügung)
9400;F;;;;Privatentnahmen allgemein (TH), EK
9401;R;9401-9409;;;
9410;F;;;;Privatsteuern (TH), EK
9411;R;9411-9419;;;
9420;F;;;;Sonderausgaben beschränkt abzugsfähig (TH), EK
9421;R;9421-9429;;;
9430;F;;;;Sonderausgaben unbeschränkt abzugsfähig (TH), EK
9431;R;9431-9439;;;
9440;F;;;;Zuwendungen, Spenden (TH), EK
9441;R;9441-9449;;;
9450;F;;;;Außergewöhnliche Belastungen (TH), EK
9451;R;9451-9459;;;
9460;F;;;;Grundstücksaufwand (TH), EK
9461;R;9461-9469;;;
9470;F;;;;Grundstücksertrag (TH), EK
9471;R;9471-9479;;;
9480;F;;;;Unentgeltliche Wertabgaben (TH), EK
9481;R;9481-9489;;;
9490;F;;;;Privateinlagen (TH), EK
9491;R;9491-9499;;;
9500;F;;;;Anteil für Konto 0900 Teilhafter
9501;R;9501-9509;;;
9510;F;;;;Anteil für Konto 0910 Teilhafter
9511;R;9511-9519;;;
9520;F;;;;Anteil für Konto 0920 Teilhafter
9521;R;9521-9529;;;
9530;F;;;;Anteil für Konto 9950 Teilhafter
9531;R;9531-9539;;;
9540;F;;;;Anteil für Konto 9930 Vollhafter
9541;R;9541-9549;;;
9550;F;;;;Anteil für Konto 9810 Vollhafter
9551;R;9551-9559;;;
9560;F;;;;Anteil für Konto 9820 Vollhafter
9561;R;9561-9569;;;
9570;F;;;;Anteil für Konto 0870 Vollhafter
9571;R;9571-9579;;;
9580;F;;;;Anteil für Konto 0880 Vollhafter
9581;R;9581-9589;;;
9590;F;;;;Anteil für Konto 0890 Vollhafter
9591;R;9591-9599;;;
9600;F;;;;Name des Gesellschafters Vollhafter
9601;R;9601-9609;;;
9610;F;;;;Tätigkeitsvergütung Vollhafter
9611;R;9611-9619;;;
9620;F;;;;Tantieme Vollhafter
9621;R;9621-9629;;;
9630;F;;;;Darlehensverzinsung Vollhafter
9631;R;9631-9639;;;
9640;F;;;;Gebrauchsüberlassung Vollhafter
9641;R;9641-9649;;;
9650;F;;;;Sonstige Vergütungen Vollhafter
9651;R;9651-9659;;;
9660;F;;;;Sonstige Vergütungen Vollhafter
9661;R;9661-9669;;;
9670;F;;;;Sonstige Vergütungen Vollhafter
9671;R;9671-9679;;;
9680;F;;;;Sonstige Vergütungen Vollhafter
9681;R;9681-9689;;;
9690;F;;;;Restanteil Vollhafter
9691;R;9691-9699;;;
9700;F;;;;Name des Gesellschafters Teilhafter
9701;R;9701-9709;;;
9710;F;;;;Tätigkeitsvergütung Teilhafter
9711;R;9711-9719;;;
9720;F;;;;Tantieme Teilhafter
9721;R;9721-9729;;;
9730;F;;;;Darlehensverzinsung Teilhafter
9731;R;9731-9739;;;
9740;F;;;;Gebrauchsüberlassung Teilhafter
9741;R;9741-9749;;;
9750;F;;;;Sonstige Vergütungen Teilhafter
9751;R;9751-9759;;;
9760;F;;;;Sonstige Vergütungen Teilhafter
9761;R;9761-9769;;;
9770;F;;;;Sonstige Vergütungen Teilhafter
9771;R;9771-9779;;;
9780;F;;;;Anteil für Konto 9840 Teilhafter
9781;R;9781-9789;;;
9790;F;;;;Restanteil Teilhafter
9791;R;9791-9799;;;
9802;F;;;;Gesamthänderisch gebundene Rücklagen - andere Kapitalkonten- anpassungen
9803;F;;;;Gewinnvortrag/Verlustvortrag - andere Kapitalkontenanpassungen
9804;F;;;;Gesamthänderisch gebundene Rücklagen - Umbuchungen
9805;F;;;;Gewinnvortrag/Verlustvortrag – Umbuchungen
9806;F;;;;Zuzurechnender Anteil am Jahresüberschuss/Jahresfehlbetrag - je Gesellschafter
9807;F;;;;Zuzurechnender Anteil am Bilanzgewinn/Bilanzverlust - je Gesellschafter
